objid,ra,dec,u,g,r,i,z,run,rerun,camcol,field,petroRad_r
587742627994271846,236.80691856,10.75196757,16.913601,15.93517,15.412851,15.179667,14.976922,5326,40,3,244,4.876262
588017978915422514,243.36619887,23.89289064,19.230946,17.417299,16.389402,15.873013,15.507562,3900,41,4,716,7.00538
588017978917716097,248.02662705,21.01846693,21.400461,18.687744,17.320801,16.779736,16.398726,3900,41,4,751,7.096595
588017979441348615,217.75085225,35.74099262,18.464634,16.684944,15.837617,15.453894,15.149723,3900,41,5,549,5.688671
587742627996762410,242.30256829,9.37400709,18.727055,16.714657,15.765923,15.323621,14.974726,5326,40,3,282,5.007791
588017979441610927,218.49483805,35.57913768,20.211836,18.209332,17.002115,16.527002,16.165644,3900,41,5,553,4.791281
587742627997679937,244.39543612,8.88353774,19.248093,17.040087,16.011255,15.573835,15.201585,5326,40,3,296,7.472556
588017979444559989,225.97123156,32.93373599,20.724699,18.660862,17.496229,16.999062,16.681087,3900,41,5,598,4.198994
588017979445084325,227.37348011,32.45531946,20.087425,18.101871,17.140892,16.689211,16.362444,3900,41,5,606,3.788411
588017979447509142,233.09788187,29.96412383,20.297953,18.289375,17.048996,16.56217,16.208754,3900,41,5,643,4.910728
588017979447771358,233.76917171,29.65251168,20.747105,18.848814,17.470293,16.990513,16.65398,3900,41,5,647,5.68231
588017979447771360,233.67825244,29.48879698,20.775259,18.51799,17.210302,16.726736,16.353714,3900,41,5,647,6.031013
588017979449212937,236.88103266,28.03072628,18.17798,16.177088,15.218417,14.784862,14.432418,3900,41,5,669,7.700531
587742628527014136,227.39164276,13.11411298,19.503784,17.62191,16.422682,15.950069,15.616282,5326,40,4,181,9.331949
588017979449737481,238.04087065,27.31061742,19.131212,17.205921,16.253008,15.801304,15.4514,3900,41,5,677,7.360343
588017979450196262,239.04790987,26.77007177,18.176794,16.204256,15.228901,14.78934,14.44266,3900,41,5,684,10.651591
588017979450392960,239.61113988,26.64517867,18.728395,16.698404,15.679504,15.23232,14.866423,3900,41,5,687,11.297747
